9388410;Jasmin Buck;;http://www.ub.uni-heidelberg.de/archiv/24037|https://d-nb.info/1160790043|https://d-nb.info/1177251604|https://nbn-resolving.org/urn:nbn:de:bsz:16-heidok-240377;;;;;phd/dnb/Buck18;17/07/2021;;;;;1-200;;;University of Heidelberg, Germany;;;;;Generierung individueller, bedarfsgerechter Sichten auf die Daten einer elektronischen Gesundheitskarte.;;2018
9449610;Wing-chiu Wong;;https://doi.org/10.5353/th_b5108689|https://hdl.handle.net/10722/193471|https://www.base-search.net/Record/748fd2df8ea0b5b9f360f2fa35d4a30732c2e36838e82e86658d4325ede45198;;;;;phd/basesearch/Wong13;04/05/2022;;base-search.net (ftunivhongkonghu:oai:hub.hku.hk:10722/193471);source;;;;;University of Hong Kong, Pokfulam, Hong Kong;;;;;Evaluation of natural phenolic antioxidants in traditional Chinese medicines as carbohydrate absorption modulators for potential development of anti-hyperglycemic functional foods.;;2013
9432922;Fanny Jardel;;https://tel.archives-ouvertes.fr/tel-01825598;oa;;;;phd/hal/Jardel16;21/07/2020;;;;;;;;Télécom-ParisTech, France;;;;;Distributed coding and computing for networks. (Codage et traitements distribués pour les réseaux de communication).;;2016
9417188;Warren Donald Steele;;http://theses.gla.ac.uk/163/|https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.495187;;;;;phd/ethos/Steele08;05/04/2022;;British Library, EThOS;source;;;;;University of Glasgow, UK;;;;;Body of glass : cybernetic bodies and the mirrored self.;;2008
9438940;Bernd Schnitzer;;https://d-nb.info/978584236;;;;;phd/de/Schnitzer2005;17/07/2021;;;;;1-174;;;University of Erlangen-Nuremberg;;;;;Sicherheitsbewertung verteilter komponentenbasierter Programmsysteme.;;2005
9454533;Aniket Kate;;https://hdl.handle.net/10012/5285|https://www.base-search.net/Record/270ce014987fe58623bca8b0517596490d5b8d35a417fb52c5a36fb8cf921752;;;;;phd/basesearch/Kate10;04/05/2022;;base-search.net (ftunivwaterloo:oai:uwspace.uwaterloo.ca:10012/5285);source;;;;;University of Waterloo, Ontario, Canada;;;;;Distributed Key Generation and Its Applications.;;2010
9372700;Flávio Luiz Schiavoni;;http://search.ndltd.org/show.php?id=oai:union.ndltd.org:IBICT/oai:agregador.ibict.br.BDTD_USP:oai:teses.usp.br:tde-08092014-172703|http://www.teses.usp.br/teses/disponiveis/45/45134/tde-08092014-172703/;;;;;phd/ndltd/Schiavoni13;21/08/2017;;ndltd.org (oai:agregador.ibict.br.BDTD_USP:oai:teses.usp.br:tde-08092014-172703);source;;;;;University of São Paulo, Brazil;;;;;Medusa: a distributed music environment.;;2013
9402449;Theodora Koulouri;;http://bura.brunel.ac.uk/handle/2438/8752|https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.607521;;;;;phd/ethos/Koulouri13;05/04/2022;;British Library, EThOS;source;;;;;Brunel University London, UK;;;;;Gender differences in navigation dialogues with computer systems.;;2013
9415353;Moray Allan;;https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.562071|https://hdl.handle.net/1842/2430;;;;;phd/ethos/Allan07;04/05/2022;;British Library, EThOS;source;;;;;University of Edinburgh, UK;;;;;Sprite learning and object category recognition using invariant features.;;2007
9385218;Til Aach;;https://d-nb.info/940108372;;;978-3-18-146110-5;;phd/dnb/Aach93;17/07/2021;;;;;1-159;VDI-Verlag;;RWTH Aachen University, Germany;;;;;Bayes-Methoden zur Bildsegmentierung, Änderungsdetektion und Verschiebungsvektorschätzung.;;1993
9425686;Mandimby N. Ranaivo Rakotondravelona;;https://tel.archives-ouvertes.fr/tel-01879645;oa;;;;phd/hal/Rakotondravelona17;21/07/2020;;;;;;;;University of La Réunion, Saint-Denis, France;;;;;Utilisation d'une autostructuration pour un routage hiérarchique géographique dans les réseaux sans fil ad hoc. (Self-organization for a hierarchical geographical routing protocol in wireless ad hoc networks).;;2017
9364360;Frank Li 0001;;https://www.escholarship.org/uc/item/5vg4j884;;;;;phd/us/Li19a;22/06/2022;;;;;;;;University of California, Berkeley, USA;;;;;Remedying Security Concerns at an Internet Scale.;;2019
9409326;Roziana Ibrahim;;http://eprints.soton.ac.uk/301220/|https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.539020;;;;;phd/ethos/Ibrahim11;05/04/2022;;British Library, EThOS;source;;;;;University of Southampton, UK;;;;;A conceptual framework for supporting gender inclusivity in games.;;2011
9378269;Anton Schmid;;https://d-nb.info/840528337;;;;;phd/dnb/Schmid83;17/07/2021;;;;;1-108;;;Technical University Munich, Germany;;;;;Berechnung des dreidimensionalen Strömungsfeldes im Mündungsgebiet eines Seezuflusses mit der Methode der finiten Elemente.;;1983
9447882;Barret Rhoden;;http://n2t.net/ark:/13030/m5ff6x0b|http://www.escholarship.org/uc/item/8gt545mj|https://www.base-search.net/Record/13ce1c94134cf52314d81ec90a6b271918b55a5244819aece53edb1890954433;;;;;phd/basesearch/Rhoden14;05/05/2017;;base-search.net (ftcdlib:qt8gt545mj);source;;;;;University of California, Berkeley, USA;;;;;Operating System Support for Parallel Processes.;;2014
9437454;Gurprit Singh;;https://tel.archives-ouvertes.fr/tel-01217082;oa;;;;phd/hal/Singh15;21/07/2020;;;;;;;;Claude Bernard University Lyon 1, France;;;;;Sampling and Variance Analysis for Monte Carlo Integration in Spherical Domain. (Analyse de Variance et Échantillonnage pour l'intégration Monte Carlo sur la sphère).;;2015
9420239;Miguel A. Renom;;https://tel.archives-ouvertes.fr/tel-03675933;;;;;phd/hal/Renom22;28/06/2022;;;;;;;;University of Paris-Saclay, France;;;;;Theoretical bases of human tool use in digital environments. (Bases théoriques de l'usage d'outils dans les environnements numériques).;;2022
9401852;Brigitte Boden;;http://darwin.bth.rwth-aachen.de/opus3/volltexte/2014/5066|https://d-nb.info/1052076025|https://d-nb.info/1057036757|https://nbn-resolving.org/urn:nbn:de:hbz:82-opus-50665;;;978-3-86359-216-5;;phd/dnb/Boden13;17/07/2021;;;;;;Apprimus-Verlag;;RWTH Aachen University;;;;;Combined clustering of graph and attribute data.;;2013
9394303;Benno Schmidt 0003;;https://d-nb.info/820346683;;;;;phd/dnb/Schmidt79;17/07/2021;;;;;;;;Dresden University of Technology, Germany;;;;;Beitrag zur Theorie und Praxis der optimalen Gestaltung von technischen Entwurfsprozessen unter dem Aspekt der Anpassung bei besonderer Berücksichtigung rechnergestützter Konstruktion.;;1979
9443317;Claus Zinn;0000-0002-6067-5451;https://d-nb.info/974113808;;;;;phd/de/Zinn2004;09/04/2022;;;;;1-181;;;University of Erlangen-Nuremberg;;;;;Understanding informal mathematical discourse.;;2004
9434372;Julien Diard;;https://tel.archives-ouvertes.fr/tel-00004369;oa;;;;phd/hal/Diard03;21/07/2020;;;;;;;;Grenoble Institute of Technology, France;;;;;La carte bayésienne : un modèle probabiliste hiérarchique pour la navigation en robotique mobile. (The Bayesian map - A hierarchical probabilistic model for mobile robot navigation).;;2003
9434596;Julien Guépet;;https://tel.archives-ouvertes.fr/tel-01257637;oa;;;;phd/hal/Guepet15;21/07/2020;;;;;;;;Grenoble Alpes University, France;;;;;Optimization of airport operations : stand allocation, ground routing and runway sequencing. (Optimisation de la gestion des avions dans un aéroport : affectation aux points de stationnement, routage au sol et ordonnancement à la piste).;;2015
9442366;Armin Kaußner;;http://opus.bibliothek.uni-wuerzburg.de/opus/volltexte/2004/828/index.html|https://d-nb.info/971602050|https://d-nb.info/971680728|https://nbn-resolving.org/urn:nbn:de:bvb:20-opus-8286;;;;;phd/de/Kaussner2004;17/07/2021;;;;;1-219;;;Julius Maximilians University Würzburg, Germany;;;;;Dynamische Szenerien in der Fahrsimulation.;;2003
9362167;Carlos J. Becker;;https://doi.org/10.5075/epfl-thesis-6937|https://infoscience.epfl.ch/record/218626;;;;;phd/ch/Becker16;29/07/2022;;;;;;;;EPFL, Switzerland;;;;;Towards Scalable Segmentation of 3D Image Stacks.;;2016
9406832;Pramod S. Pawar;;http://openaccess.city.ac.uk/13687/|https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.681385;;;;;phd/ethos/Pawar15;05/04/2022;;British Library, EThOS;source;;;;;City University London, UK;;;;;Cloud broker based trust assessment of cloud service providers.;;2015
9381025;Thomas Kneifel;;https://d-nb.info/830312269;;;;;phd/dnb/Kneifel82;17/07/2021;;;;;;;;University of Münster, Germany;;;;;Zur Bedeutung des Erstbefundes für Diagnose und Therapie des mittelschweren und schweren gedeckten Schädel-Hirn-Traumas: eine Analyse mittels elektronischer Datenverarbeitung.;;1982
9448638;Atefeh Mehrabi;;https://hdl.handle.net/10161/25282|https://www.base-search.net/Record/63dafc8ad06ab4d64626e03b37c783ba2d9b310103fd4be70e5dc3e46ef6fa00;;;;;phd/basesearch/Mehrabi22;15/07/2022;;base-search.net (ftdukeunivdsp:oai:localhost:10161/25282);source;;;;;Duke University, Durham, NC, USA;;;;;Design and Management Strategies for Hardware Accelerators.;;2022
9426329;Maxime Schmitt;;https://tel.archives-ouvertes.fr/tel-02327764;oa;;;;phd/hal/Schmitt19;21/07/2020;;;;;;;;University of Strasbourg, France;;;;;Automatic Generation of Adaptive Codes. (Génération automatique de codes adaptatifs).;;2019
9364344;Vivek Kurien George;;https://www.escholarship.org/uc/item/7fw204s9;;;;;phd/us/George19;15/06/2022;;;;;;;;University of California, San Diego, USA;;;;;Network Designs Via Signaling Dynamics On Geometric Dynamic Graphs.;;2019
9371403;Michael Fleischman;;https://hdl.handle.net/1721.1/46548;;;;;phd/ndltd/Fleischman08;04/05/2022;;ndltd.org (oai:dspace.mit.edu:1721.1/46548);source;;;;;Massachusetts Institute of Technology, Cambridge, MA, USA;;;;;Grounding language in events.;;2008
9446510;Beau Piccart;;https://lirias.kuleuven.be/bitstream/123456789/349249/1/thesis.pdf|https://lirias.kuleuven.be/handle/123456789/349249|https://www.base-search.net/Record/1dd009ee5b0d53491a9ccce96f37971fe6875cdfacd38677b9473c7553ab55a5;oa;;;;phd/basesearch/Piccart12;12/03/2020;;base-search.net (ftunivleuven:oai:lirias.kuleuven.be:123456789/349249);source;;;;;Katholieke Universiteit Leuven, Belgium;;;;;Algorithms for Multi-Target Learning (Algoritmes voor het leren van multi-target modellen).;;2012
9390432;Christian Schäufler;;https://d-nb.info/1177598116|https://nbn-resolving.org/urn:nbn:de:gbv:27-dbt-20170712-1030282|https://www.db-thueringen.de/receive/dbt_mods_00032635;;;;;phd/dnb/Schaufler17;17/07/2021;;;;;;;;University of Jena, Germany;;;;;Wissenschaftstheoretische Grundlagen komplexer Informationssysteme: eine strukturalistische Semantik empirischer und terminologischer Informationen.;;2017
9363252;Kanad Sinha;;https://doi.org/10.7916/d8-e6tc-kr63;;;;;phd/us/Sinha19;15/04/2022;;;;;;;;Columbia University, USA;;;;;Repurposing Software Defenses with Specialized Hardware.;;2019
9370200;José Osvaldo De Sordi;;http://search.ndltd.org/show.php?id=oai:union.ndltd.org:IBICT/oai:agregador.ibict.br.RI_FGV:oai:bibliotecadigital.fgv.br:10438/4555|http://search.ndltd.org/show.php?id=oai:union.ndltd.org:IBICT/oai:bibliotecadigital.fgv.br:10438/4555|https://hdl.handle.net/10438/4555;;;;;phd/ndltd/Sordi10;04/05/2022;;ndltd.org (oai:agregador.ibict.br.RI_FGV:oai:bibliotecadigital.fgv.br:10438/4555);source;;;;;Fundação Getúlio Vargas, Rio de Janeiro, Brazil;;;;;Análise de interdependência dos habilitadores tecnológicos, empresariais e humanos no desenvolvimento de base de dados pessoal.;;2001
9411667;Kevin Williams 0002;;https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.606501|https://hdl.handle.net/2160/13827;;;;;phd/ethos/Williams14;04/05/2022;;British Library, EThOS;source;;;;;Aberystwyth University, UK;;;;;Active Learning for drug discovery.;;2014
9425121;Jialong Duan;;https://tel.archives-ouvertes.fr/tel-01784712;oa;;;;phd/hal/Duan17;21/07/2020;;;;;;;;Ecole nationale supérieure Mines-Télécom Atlantique, France;;;;;Coordination inside centralized radio access networks with limited fronthaul capacity. (Coordination dans les réseaux d'accès radio centralidés avec liaisons de transport à débit limité).;;2017
9409600;David J. Lund;;https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.289042;;;;;phd/ethos/Lund01;05/04/2022;;British Library, EThOS;source;;;;;Lancaster University, UK;;;;;Reconfigurable channel coding for future communication systems.;;2001
9413354;Amirrudin Kamsin;;http://discovery.ucl.ac.uk/1450430/|https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.632027;;;;;phd/ethos/Kamsin14;05/04/2022;;British Library, EThOS;source;;;;;University College London, UK;;;;;Improving tool support for Personal Task Management (PTM).;;2014
9364485;James Caldwell;;;;;;;phd/us/Caldwell98;28/03/2022;;;;;;;;Cornell University, USA;;;;;"Decidability Extracted: Synthesizing ""Correct-by-Construction"" Decision Procedures form Constructive Proofs.";;1998
9421459;Gertrude Raissa Mbiadou Saleu;;https://tel.archives-ouvertes.fr/tel-03554311;;;;;phd/hal/Saleu21;04/05/2022;;;;;;;;University of Clermont Auvergne, Clermont-Ferrand, France;;;;;Optimisation des livraisons urbaines avec drones et véhicules en parallèle. (Optimization of urban deliveries with drones and vehicles in parallel).;;2021
9387500;Manfred Wittig;;https://d-nb.info/890599831;;;;;phd/dnb/Wittig88;17/07/2021;;;;;;;;Freiberg University of Mining and Technology, Germany;;;;;Die Mikrorechnersteuerung als Mittel zur Erweiterung der Einsatzgrenzen der Triaxialversuchstechnik.;;1988
9449366;Maria Irene Pacheco;;http://orbilu.uni.lu/handle/10993/29381|https://www.base-search.net/Record/d3b6671ebe9351bc746ffa263250e389c788fe1a20bd8e74942fb9aa58526a5b;;;;;phd/basesearch/Pacheco16;02/06/2017;;base-search.net (ftunivluxembourg:oai:orbilu.uni.lu:10993/29381);source;;;;;University of Luxembourg;;;;;Fast reconsonstruction of compact context-specific network models.;;2016
9429219;François Rousse;;https://tel.archives-ouvertes.fr/tel-02435781|https://tel.archives-ouvertes.fr/tel-02498587;oa|oa;;;;phd/hal/Rousse19;21/07/2020;;;;;;;;Grenoble Alpes University, France;;;;;Algorithmes incrémentaux pour la théorie de la fonctionnelle de la densité. (Incremental algorithms for Orbital-Free Density Functional Theory).;;2019
9390527;Claudia Tamme;;http://geb.uni-giessen.de/geb/volltexte/2003/1009/index.html|https://d-nb.info/967352207|https://nbn-resolving.org/urn:nbn:de:hebis:26-opus-10090;;;;;phd/dnb/Tamme03;17/07/2021;;;;;;;;University of Giessen, Gießen, Germany;;;;;E-Mail-Tutorien: eine empirische Untersuchung E-Mail-vermittelter Kommunikationen von Deutschstudierenden und Deutsch-als-Fremdsprache-Lehrenden in der Ausbildung.;;2003
9450038;Kurt Swanson;;http://lup.lub.lu.se/record/38914|https://www.base-search.net/Record/3d9e6dea430d4a408728629f7d8175b5e8c326cc1d326c9d01910c835218230b;;;;;phd/basesearch/Swanson98;18/05/2017;;base-search.net (ftulundlup:oai:lup.lub.lu.se:766de679-a73b-4a51-ad67-ba3aced7a084);source;;;;;Lund University, Sweden;;;;;Studies in Applied Data Structures.;;1998
9372021;Jesus Victoria Flores Salazar;;http://search.ndltd.org/show.php?id=oai:union.ndltd.org:IBICT/oai:leto:handle/11397|https://tede2.pucsp.br/handle/handle/11397;;;;;phd/ndltd/Salazar09;25/07/2018;;ndltd.org (oai:leto:handle/11397);source;;;;;Pontifícia Universidade Católica de São Paul, Brazil;;;;;Gênese instrumental na interação com Cabri 3D: um estudo de transformações geométricas no espaço.;;2009
9385210;Xiaokun Wu 0001;;http://scidok.sulb.uni-saarland.de/volltexte/2017/6775/|https://d-nb.info/1126502723|https://doi.org/10.22028/D291-26697|https://nbn-resolving.org/urn:nbn:de:bsz:291-scidok-67750;;;;;phd/dnb/Wu17;17/07/2021;;;;;;;;Saarland University, Germany;;;;;Structure-aware content creation: detection, retargeting and deformation.;;2017
9401074;Thomas Karle;;https://d-nb.info/1025357957;;;978-3-86644-872-8;;phd/dnb/Karle12;17/07/2021;;;;;1-320;KIT Scientific Publ.;;Karlsruhe Institute of Technology;;;;;Kollaborative Softwareentwicklung auf Basis serviceorientierter Architekturen.;;2012
9409063;Nick Russell;;https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.689673;;;;;phd/ethos/Russell16;05/04/2022;;British Library, EThOS;source;;;;;University of Bristol, UK;;;;;Characterisation and control of linear optical quantum computers.;;2016
9364850;Makrand Sinha;;https://hdl.handle.net/1773/43018;;;;;phd/us/Sinha18;04/05/2022;;;;;;;;University of Washington, USA;;;;;Lower Bounds for Interactive Compression and Linear Programs.;;2018
9438127;Lu Bai 0002;;https://d-nb.info/979524008;;;3-8322-5058-1;;phd/de/Bai2006;17/07/2021;;;;;1-156;;;Eberhard Karls University of Tübingen;;;;;A new function oriented design method based on the function point estimation of embedded system specification for automotive applications.;;2006
9385326;Markus Wolf 0002;;http://www.ub.uni-heidelberg.de/archiv/16930|https://d-nb.info/1052646867|https://d-nb.info/1179924967|https://nbn-resolving.org/urn:nbn:de:bsz:16-heidok-169307;;;;;phd/dnb/Wolf14;17/07/2021;;;;;1-328;;;University of Heidelberg, Germany;;;;;E-Mail in der Psychotherapie: Entwicklung und Evaluation eines E-Mail-basierten Nachsorgeprogramms für die stationäre Psychotherapie.;;2014
9422283;Luigi Antelmi;;https://tel.archives-ouvertes.fr/tel-03289782|https://tel.archives-ouvertes.fr/tel-03474169;;;;;phd/hal/Antelmi21;14/01/2022;;;;;;;;French Institute for Research in Computer Science and Automation, Rocquencourt, France|University of Côte d'Azur, Nice, France;;;;;Statistical Learning on Heterogeneous Medical Data with Bayesian Latent Variable Models: Application to Neuroimaging Dementia Studies. (Apprentissage statistique sur des données médicales hétérogènes avec des modèles Bayésiens à variables latentes : application aux études de neuroimagerie pour les maladies neurodégénératives).;;2021
9449190;Jascha Sohl-Dickstein;;http://n2t.net/ark:/13030/m5988c49|http://www.escholarship.org/uc/item/6m81v3x2|https://www.base-search.net/Record/e1f54c1b95a295c7d2dcda476ab921113bad4d83cadc3e6883b02a969a62d784;;;;;phd/basesearch/SohlDickstein12;24/04/2017;;base-search.net (ftcdlib:qt6m81v3x2);source;;;;;University of California, Berkeley, USA;;;;;Efficient Methods for Unsupervised Learning of Probabilistic Models.;;2012
9363086;Benjamin Livshits;;https://searchworks.stanford.edu/view/6773572;;;;;phd/us/Livshits07;02/09/2022;;;;;;;;Stanford University, USA;;;;;Improving software insecurity with precise static and runtime analysis.;;2007
9362438;Harald Romsdorfer;;https://d-nb.info/993448836;;;978-3-8322-8090-1;;phd/ch/Romsdorfer2009;17/07/2021;;;;;1-232;;;ETH Zurich;;;;;Polyglot text to speech synthesis: text analysis & prosody control.;;2009
9450012;Christopher James Ewin;;https://hdl.handle.net/11343/219204|https://www.base-search.net/Record/9f9a18a56363b058c86e93bc560ea6ef430963902a5b9d4e261f15f823317d99;;;;;phd/basesearch/Ewin18;04/05/2022;;base-search.net (ftumelbourne:oai:jupiter.its.unimelb.edu.au:11343/219204);source;;;;;University of Melbourne, Parkville, Victoria, Australia;;;;;Optimizing projection in the situation calculus.;;2018
9432277;Bilel Elayeb;;https://tel.archives-ouvertes.fr/tel-00434928|https://tel.archives-ouvertes.fr/tel-02042299;oa;;;;phd/hal/Elayeb09;28/09/2020;;;;;;;;Institut de Recherche en Informatique de Toulouse, France;;;;;SARIPOD: Système multi-Agent de Recherche Intelligente POssibiliste de Documents Web. (SARIPOD: An Intelligent Possibilistic Web Information Retrieval using Multiagent System).;;2009
9387449;Reinhold Braam;;https://d-nb.info/931222419;;;978-3-18-140710-3;;phd/dnb/Braam92;17/07/2021;;;;;1-154;VDI-Verlag;;University of Paderborn, Germany;;;;;Ein dynamisch rekonfigurierbares Multiprozessorsystem mit einem verteilten Verbindungsnetzwerk.;;1992
9453608;Pansy Arafa;;https://hdl.handle.net/10012/12182|https://www.base-search.net/Record/6ac084a5bcb2a45fc4ee17cdb7f8870fd5ba7b6aec9610ba2cef85e7c26b894f;;;;;phd/basesearch/Arafa17;04/05/2022;;base-search.net (ftunivwaterloo:oai:uwspace.uwaterloo.ca:10012/12182);source;;;;;University of Waterloo, Ontario, Canada;;;;;Time-Aware Dynamic Binary Instrumentation.;;2017
9449390;Che-Wei Chang;;http://n2t.net/ark:/13030/m5xs7fxt|http://www.escholarship.org/uc/item/1193n1qj|https://www.base-search.net/Record/38bcf47ef93692261f4592abb34d955839a64e31164a568e04b3784f685a02b4;;;;;phd/basesearch/Chang15a;11/05/2017;;base-search.net (ftcdlib:qt1193n1qj);source;;;;;University of California, Irvine, USA;;;;;Formal Analysis of Electronic System Level Models using Satisfiability Modulo Theories and Automata Checking.;;2015
9435912;Christophe Chotteau;;https://tel.archives-ouvertes.fr/pastel-00001080;oa;;;;phd/hal/Chotteau03;21/07/2020;;;;;;;;Mines ParisTech, France;;;;;Corrélation sémantique entre documents : application à la recherche d'information juridique sur le Web. (A new semantic relative pages algorithm).;;2003
9374613;Olga Regina Pereira Bellon;;http://repositorio.unicamp.br/jspui/handle/REPOSIP/260693|http://search.ndltd.org/show.php?id=oai:union.ndltd.org:IBICT/oai:repositorio.unicamp.br:REPOSIP/260693;;;;;phd/ndltd/Bellon97;09/12/2018;;ndltd.org (oai:repositorio.unicamp.br:REPOSIP/260693);source;;;;;University of Campinas, Brazil;;;;;Imagens de profundidade: segmentação e representação por superficies planares.;;1997
9397633;Thomas Fischer 0025;;https://d-nb.info/931303745;;;978-3-631-46714-5;;phd/dnb/Fischer93a;17/07/2021;;;;;1-217;Lang;;University of Münster, Germany;;;;;Computergestützte Warenkorbanalyse: dargestellt auf der Grundlage von Scanningdaten des Lebensmitteleinzelhandels unter besonderer Berücksichtigung einer selbsterstellten Analysesoftware.;;1993
9433385;Issifou Adam;;https://tel.archives-ouvertes.fr/tel-02810672;;;;;phd/hal/Adam11;28/09/2020;;;;;;;;Agrocampus Ouest, Rennes, France|University of Western Brittany, Brest, France;;;;;Cartographie fine et suivi détaillé de la salinité des sols d'un périmètre irrigué au Niger en vue de leur remédiation. (High spatial resolution mapping and temporal monitoring of soil salinity in a rice irrigation scheme in Niger to improve remediation strategies).;;2011
9435570;Nicolas Jullien;;https://tel.archives-ouvertes.fr/tel-02446744;oa;;;;phd/hal/Jullien01;21/07/2020;;;;;;;;University of Western Brittany, Brest, France;;;;;Impact du logiciel libre sur l'industrie informatique. (The Impact of Free Open Source Software (FLOSS) on the computer industry).;;2001
9376199;David A. Schultz;;https://hdl.handle.net/1721.1/78363;;;;;phd/ndltd/Schultz12;04/05/2022;;ndltd.org (oai:dspace.mit.edu:1721.1/78363);source;;;;;Massachusetts Institute of Technology, Cambridge, MA, USA;;;;;Decentralized information flow control for databases.;;2012
9437510;Olivia Gavard;;https://tel.archives-ouvertes.fr/tel-01674192;oa;;;;phd/hal/Gavard15;21/07/2020;;;;;;;;University of Rennes 1, France;;;;;Modélisation et analyse d'un interactome de la kinase humaine Aurora A. (Modeling and analysis of the interactome of human Aurora A kinase).;;2015
9384883;Klaus Rechert;;https://d-nb.info/1114397776|https://nbn-resolving.org/urn:nbn:de:bsz:25-opus-92361|https://www.freidok.uni-freiburg.de/data/9236;;;;;phd/dnb/Rechert13;17/07/2021;;;;;;;;University of Freiburg, Germany;;;;;Sharing location information with trusted peers: a user-centric analysis of location privacy.;;2013
9362491;Ivan Dokmanic;;https://doi.org/10.5075/epfl-thesis-6623|https://infoscience.epfl.ch/record/208779;;;;;phd/ch/Dokmanic15;29/07/2022;;;;;;;;EPFL, Switzerland;;;;;Listening to Distances and Hearing Shapes - Inverse Problems in Room Acoustics and Beyond.;;2015
9362846;Vahid Babaei;;https://doi.org/10.5075/epfl-thesis-6703|https://infoscience.epfl.ch/record/210471;;;;;phd/ch/Babaei15;29/07/2022;;;;;;;;EPFL, Switzerland;;;;;Color Reproduction with Juxtaposed Halftoning.;;2015
3084335;Klaus Obermayer;;https://d-nb.info/930258444;;;3-929037-24-6;;books/infix/Obermayer93;17/07/2021;;;;;1-164;Infix Verlag, St. Augustin, Germany;;Technical University Munich, Germany;DISKI;db/series/diski/index.html;;;Adaptive Neuronale Netze und ihre Anwendung als Modelle der Entwicklung kortikaler Karten.;24;1993
9414969;Srinath Govindaswamy;;https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.591931;;;;;phd/ethos/Govindaswamy12;05/04/2022;;British Library, EThOS;source;;;;;University of Kent, UK;;;;;Output sampling based sliding mode control for discrete time systems.;;2012
3058547;Thomas Schwab;;https://d-nb.info/900137002;;;;;books/daglib/0070065;17/07/2021;;;;;I-III, 1-179;;;University of Stuttgart, Germany;;;;;Methoden zur Dialog- und Benutzermodellierung in adaptiven Computersystemen.;;1989
9394752;Daniel Graff;;https://d-nb.info/115618469X|https://nbn-resolving.org/urn:nbn:de:101:1-201804164492;;;;;phd/dnb/Graff17;17/07/2021;;;;;;;;Technical University of Berlin, Germany;;;;;Programming and managing swarms of mobile robots: a systemic approach.;;2017
9389558;Quirin Nikolaus Meyer;;http://www.dr.hut-verlag.de/978-3-8439-0709-5.html|https://d-nb.info/1028786492|https://nbn-resolving.org/urn:nbn:de:101:1-2012121012984;;;;;phd/dnb/Meyer12;17/07/2021;;;;;;Verlag Dr. Hut;;University of Erlangen-Nuremberg;;;;;Real-Time Geometry Decompression on Graphics Hardware.;;2012
9403116;Chris Coughlan;;https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.323735;;;;;phd/ethos/Coughlan96;05/04/2022;;British Library, EThOS;source;;;;;Keele University, UK;;;;;Technology initiated paradigm shifts for re-engineering the software value-chain.;;1996
9383955;Ralph Neininger;;http://www.freidok.uni-freiburg.de/volltexte/13/pdf/13_1.pdf|https://d-nb.info/958353158|https://d-nb.info/961296119|https://nbn-resolving.org/urn:nbn:de:bsz:25-opus-135;;;;;phd/dnb/Neininger99;17/07/2021;;;;;gen-96;;;University of Freiburg, Freiburg im Breisgau, Germany;;;;;Limit laws for random recursive structures and algorithms.;;1999
9429269;Sylvain Chevillard;;https://tel.archives-ouvertes.fr/tel-00460776;oa;;;;phd/hal/Chevillard09;21/07/2020;;;;;;;;University of Lyon, France|École normale supérieure de Lyon, France;;;;;Évaluation efficace de fonctions numériques - Outils et exemples. (Efficient evaluation of numerical functions - Tools and examples).;;2009
9445336;Peizhao Ou;;http://www.escholarship.org/uc/item/2vm546k1|https://www.base-search.net/Record/977d3c692e459fd59ef0da70e3f74ad3f3d389ed97628551e3bccbf78ca5991b;;;;;phd/basesearch/Ou18;16/04/2019;;base-search.net (ftcdlib:qt2vm546k1);source;;;;;University of California, Irvine, USA;;;;;An Initial Study of Two Approaches to Eliminating Out-of-Thin-Air Results.;;2018
9401135;Christoph Richter;;https://d-nb.info/1172414963|https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20181023-1432662-1-4;;;;;phd/dnb/Richter18d;17/07/2021;;;;;;;;Technical University of Munich, Germany;;;;;Modellbasierte Entwicklung von Mensch-Maschine-Schnittstellen im Maschinen- und Anlagenbau.;;2018
9446006;Bo Zhang 0016;;http://scholar.lib.vt.edu/theses/available/etd-11132011-154958/|https://hdl.handle.net/10919/29571|https://www.base-search.net/Record/1b091dacd25839161c40b6dad7cf8441e628d53e9e8e81a8f59b4f69a17b1bb8;;;;;phd/basesearch/Zhang11b;04/05/2022;;base-search.net (ftvirginiatec:oai:vtechworks.lib.vt.edu:10919/29571);source;;;;;Virginia Tech, Blacksburg, VA, USA;;;;;Supporting Software Transactional Memory in Distributed Systems: Protocols for Cache-Coherence, Conflict Resolution and Replication.;;2011
