4797759;María Blanca Caminero;;;;;;homepages/92/1280;24/07/2021;University of Castilla-La Mancha, Albacete, Spain;;affiliation;;Home Page;http://www.dsi.uclm.es/personal/MariaBlancaCaminero/index_english.html|https://dl.acm.org/profile/81100528741|https://orcid.org/0000-0003-3312-7393|https://www.wikidata.org/entity/Q61756667;
5601097;Shang Sun;;;;;;homepages/262/5777;13/04/2020;;;;;Home Page;;
5856013;Shreyas Kousik;;;;;;homepages/192/3041;03/01/2017;;;;;Home Page;;
5920668;Masoud Shakiba;;;;;;homepages/161/1412;10/12/2018;;;;;Home Page;https://orcid.org/0000-0001-7699-7810|https://www.wikidata.org/entity/Q58355355;
5526640;Wen-Feng Xiao;;;;;;homepages/236/6552;04/03/2019;;;;;Home Page;;
5512394;Su Dan;;;;;;homepages/317/5087;04/04/2022;;;;;Home Page;;
3833302;Yuliana Teresa Torres Fernández;;;;;;homepages/163/9624;22/06/2015;;;;;Home Page;;
3097505;Lucie Gráfová;;;;;;homepages/134/2785;08/09/2013;;;;;Home Page;;
5419589;Cinderella Warren;;;;;;homepages/98/11508;12/06/2012;;;;;Home Page;;
4709103;Keigo Hikishima;;;;;;homepages/42/10729;13/01/2012;;;;;Home Page;;
4074082;Rebecca Brosens;;;;;;homepages/85/7063;22/06/2009;;;;;Home Page;;
6013704;Claire Kiers;;;;;;homepages/270/7753;27/07/2020;;;;;Home Page;;
3442344;Yu Zhao 0035;;;;;;homepages/57/2056-35;26/05/2021;Hamburg University of Technology, Institute of Communications, Hamburg, Germany|Huawei Technologies Duesseldorf GmbH, European Research Center, Munich, Germany;;affiliation|affiliation;;Home Page;https://www.tuhh.de/alt/nt/people/phd-candidates/yu-zhao.html;
5832181;Johanna Richter;;;;;;homepages/248/9629;18/09/2019;;;;;Home Page;;
5888832;Zhongyan He;;;;;;homepages/227/6438;11/10/2018;;;;;Home Page;;
3901881;Sangook Lee;;;;;;homepages/48/6424;10/06/2009;;;;;Home Page;;
4363159;Xinwei Wang;;;;;;homepages/95/4070;31/03/2018;;;;disambiguation;Home Page;;
6112747;Lukas Reiter;;;;;;homepages/96/9331;27/03/2011;;;;;Home Page;;
3784954;Javad Enayatizadeh;;;;;;homepages/116/6590;05/07/2012;;;;;Home Page;;
4858898;Sébastien Carlier;;;;;;homepages/87/4617;10/06/2009;;;;;Home Page;;
5536736;Alessandro Guido;;;;;;homepages/172/4659;08/12/2015;;;;;Home Page;;
3604329;Ivan Z. Milentijevic;;;;;;homepages/79/2334;15/09/2009;;;;;Home Page;;
4140651;Antti-Pekka Liedes;;;;;;homepages/21/3370;10/06/2009;;;;;Home Page;;
4204786;J. M. García-Rubira;;;;;;homepages/51/9653;27/05/2011;;;;;Home Page;;
